name,yahoo_symbol,exchange
United Breweries Limited,UBL.NS,NSE
UCAL LIMITED,UCAL.NS,NSE
UCO Bank,UCOBANK.NS,NSE
Updater Services Limited,UDS.NS,NSE
United Foodbrands Limited,UFBL.NS,NSE
UFLEX Limited,UFLEX.NS,NSE
UFO Moviez India Limited,UFO.NS,NSE
The Ugar Sugar Works Limited,UGARSUGAR.NS,NSE
Ugro Capital Limited,UGROCAP.NS,NSE
Ujjivan Small Finance Bank Limited,UJJIVANSFB.NS,NSE
UltraTech Cement Limited,ULTRACEMCO.NS,NSE
Uma Exports Limited,UMAEXPORTS.NS,NSE
Usha Martin Education & Solutions Limited,UMESLTD.NS,NSE
UMIYA BUILDCON LIMITED,UMIYA-MRO.NS,NSE
Unichem Laboratories Limited,UNICHEMLAB.NS,NSE
United Drilling Tools Limited,UNIDT.NS,NSE
Unicommerce Esolutions Limited,UNIECOM.NS,NSE
Uniphos Enterprises Limited,UNIENTER.NS,NSE
Uniinfo Telecom Services Limited,UNIINFO.NS,NSE
Unimech Aerospace and Manufacturing Limited,UNIMECH.NS,NSE
Union Bank of India,UNIONBANK.NS,NSE
Uniparts India Limited,UNIPARTS.NS,NSE
United Spirits Limited,UNITDSPR.NS,NSE
Unitech Limited,UNITECH.NS,NSE
United Polyfab Gujarat Limited,UNITEDPOLY.NS,NSE
The United Nilgiri Tea Estates Company Limited,UNITEDTEA.NS,NSE
Univastu India Limited,UNIVASTU.NS,NSE
Universal Cables Limited,UNIVCABLES.NS,NSE
Universus Photo Imagings Limited,UNIVPHOTO.NS,NSE
UNO Minda Limited,UNOMINDA.NS,NSE
UPL Limited,UPL.NS,NSE
Uravi Defence and Technology Limited,URAVIDEF.NS,NSE
Urban Company Limited,URBANCO.NS,NSE
Urja Global Limited,URJA.NS,NSE
Usha Martin Limited,USHAMART.NS,NSE
Udayshivakumar Infra Limited,USK.NS,NSE
UTI Asset Management Company Limited,UTIAMC.NS,NSE
Utkarsh Small Finance Bank Limited,UTKARSHBNK.NS,NSE
Fujiyama Power Systems Limited,UTLSOLAR.NS,NSE
Uttam Sugar Mills Limited,UTTAMSUGAR.NS,NSE
U. Y. Fincorp Limited,UYFINCORP.NS,NSE
V2 Retail Limited,V2RETAIL.NS,NSE
Vadilal Industries Limited,VADILALIND.NS,NSE
Vaibhav Global Limited,VAIBHAVGBL.NS,NSE
Vaishali Pharma Limited,VAISHALI.NS,NSE
Vakrangee Limited,VAKRANGEE.NS,NSE
Valiant Laboratories Limited,VALIANTLAB.NS,NSE
Valiant Organics Limited,VALIANTORG.NS,NSE
Vardhman Acrylics Limited,VARDHACRLC.NS,NSE
Vardhman Polytex Limited,VARDMNPOLY.NS,NSE
Varroc Engineering Limited,VARROC.NS,NSE
Vascon Engineers Limited,VASCONEQ.NS,NSE
Vaswani Industries Limited,VASWANI.NS,NSE
Varun Beverages Limited,VBL.NS,NSE
Vaxtex Cotfab Limited,VCL.NS,NSE
Vedanta Limited,VEDL.NS,NSE
Veedol Corporation Limited,VEEDOL.NS,NSE
Venky's (India) Limited,VENKEYS.NS,NSE
Ventive Hospitality Limited,VENTIVE.NS,NSE
Venus Pipes & Tubes Limited,VENUSPIPES.NS,NSE
Venus Remedies Limited,VENUSREM.NS,NSE
Veranda Learning Solutions Limited,VERANDA.NS,NSE
Vertoz Limited,VERTOZ.NS,NSE
Vesuvius India Limited,VESUVIUS.NS,NSE
Veto Switchgears And Cables Limited,VETO.NS,NSE
VARVEE GLOBAL LIMITED,VGL.NS,NSE
V-Guard Industries Limited,VGUARD.NS,NSE
Vardhman Holdings Limited,VHL.NS,NSE
Viceroy Hotels Limited,VHLTD.NS,NSE
Vidhi Specialty Food Ingredients Limited,VIDHIING.NS,NSE
Vidya Wires Limited,VIDYAWIRES.NS,NSE
Vijaya Diagnostic Centre Limited,VIJAYA.NS,NSE
Viji Finance Limited,VIJIFIN.NS,NSE
Vikas EcoTech Limited,VIKASECO.NS,NSE
Vikas Lifecare Limited,VIKASLIFE.NS,NSE
Vikram Solar Limited,VIKRAMSOLR.NS,NSE
Vikran Engineering Limited,VIKRAN.NS,NSE
Vimta Labs Limited,VIMTALABS.NS,NSE
Vinati Organics Limited,VINATIORGA.NS,NSE
Vintage Coffee And Beverages Limited,VINCOFE.NS,NSE
Vindhya Telelinks Limited,VINDHYATEL.NS,NSE
Vineet Laboratories Limited,VINEETLAB.NS,NSE
Vinny Overseas Limited,VINNY.NS,NSE
Vinyl Chemicals (India) Limited,VINYLINDIA.NS,NSE
VIP Clothing Limited,VIPCLOTHNG.NS,NSE
VIP Industries Limited,VIPIND.NS,NSE
Vipul Limited,VIPULLTD.NS,NSE
Virinchi Limited,VIRINCHI.NS,NSE
Visaka Industries Limited,VISAKAIND.NS,NSE
Visa Steel Limited,VISASTEEL.NS,NSE
Vishnu Chemicals Limited,VISHNU.NS,NSE
Vishwaraj Sugar Industries Limited,VISHWARAJ.NS,NSE
Visagar Polytex Limited,VIVIDHA.NS,NSE
Vivimed Labs Limited,VIVIMEDLAB.NS,NSE
VL E-Governance & IT Solutions Limited,VLEGOV.NS,NSE
VLS Finance Limited,VLSFINANCE.NS,NSE
V-Mart Retail Limited,VMART.NS,NSE
Vishal Mega Mart Limited,VMM.NS,NSE
VMS TMT Limited,VMSTMT.NS,NSE
Voltamp Transformers Limited,VOLTAMP.NS,NSE
Voltas Limited,VOLTAS.NS,NSE
Vishnu Prakash R Punglia Limited,VPRPL.NS,NSE
Vraj Iron and Steel Limited,VRAJ.NS,NSE
VRL Logistics Limited,VRLLOG.NS,NSE
Vardhman Special Steels Limited,VSSL.NS,NSE
VST Industries Limited,VSTIND.NS,NSE
Vibhor Steel Tubes Limited,VSTL.NS,NSE
V.S.T Tillers Tractors Limited,VSTTILLERS.NS,NSE
Vardhman Textiles Limited,VTL.NS,NSE
Waaree Energies Limited,WAAREEENER.NS,NSE
Indosolar Limited,WAAREEINDO.NS,NSE
Waaree Renewable Technologies Limited,WAAREERTL.NS,NSE
VA Tech Wabag Limited,WABAG.NS,NSE
Wakefit Innovations Limited,WAKEFIT.NS,NSE
Walchandnagar Industries Limited,WALCHANNAG.NS,NSE
Wanbury Limited,WANBURY.NS,NSE
Western Carriers (India) Limited,WCIL.NS,NSE
Wealth First Portfolio Managers Limited,WEALTH.NS,NSE
Websol Energy System Limited,WEBELSOLAR.NS,NSE
Weizmann Limited,WEIZMANIND.NS,NSE
Wonder Electricals Limited,WEL.NS,NSE
Welspun Corp Limited,WELCORP.NS,NSE
Welspun Enterprises Limited,WELENT.NS,NSE
Welspun Investments and Commercials Limited,WELINV.NS,NSE
Welspun Living Limited,WELSPUNLIV.NS,NSE
Wendt (India) Limited,WENDT.NS,NSE
WESTLIFE FOODWORLD LIMITED,WESTLIFE.NS,NSE
WE WIN LIMITED,WEWIN.NS,NSE
WeWork India Management Limited,WEWORK.NS,NSE
Wheels India Limited,WHEELS.NS,NSE
Whirlpool of India Limited,WHIRLPOOL.NS,NSE
Williamson Magor & Company Limited,WILLAMAGOR.NS,NSE
Windlas Biotech Limited,WINDLAS.NS,NSE
Windsor Machines Limited,WINDMACHIN.NS,NSE
Winsome Yarns Limited,WINSOME.NS,NSE
The Western India Plywoods Limited,WIPL.NS,NSE
Wipro Limited,WIPRO.NS,NSE
Wockhardt Limited,WOCKPHARMA.NS,NSE
Wonderla Holidays Limited,WONDERLA.NS,NSE
Worth Peripherals Limited,WORTHPERI.NS,NSE
W S Industries (I) Limited,WSI.NS,NSE
West Coast Paper Mills Limited,WSTCSTPAPR.NS,NSE
Xchanging Solutions Limited,XCHANGING.NS,NSE
Xelpmoc Design And Tech Limited,XELPMOC.NS,NSE
Xpro India Limited,XPROINDIA.NS,NSE
Xtglobal Infotech Limited,XTGLOBAL.NS,NSE
Yasho Industries Limited,YASHO.NS,NSE
Yatharth Hospital & Trauma Care Services Limited,YATHARTH.NS,NSE
Yatra Online Limited,YATRA.NS,NSE
Yes Bank Limited,YESBANK.NS,NSE
Yuken India Limited,YUKEN.NS,NSE
Zaggle Prepaid Ocean Services Limited,ZAGGLE.NS,NSE
Zee Entertainment Enterprises Limited,ZEEL.NS,NSE
Zee Learn Limited,ZEELEARN.NS,NSE
Zee Media Corporation Limited,ZEEMEDIA.NS,NSE
Zenith Exports Limited,ZENITHEXPO.NS,NSE
Zenith Steel Pipes & Industries Limited,ZENITHSTL.NS,NSE
Zensar Technologies Limited,ZENSARTECH.NS,NSE
Zen Technologies Limited,ZENTEC.NS,NSE
ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA.NS,NSE
Zim Laboratories Limited,ZIMLAB.NS,NSE
Zodiac Energy Limited,ZODIAC.NS,NSE
Zodiac Clothing Company Limited,ZODIACLOTH.NS,NSE
Zota Health Care LImited,ZOTA.NS,NSE
Zuari Agro Chemicals Limited,ZUARI.NS,NSE
ZUARI INDUSTRIES LIMITED,ZUARIIND.NS,NSE
Zydus Lifesciences Limited,ZYDUSLIFE.NS,NSE
Zydus Wellness Limited,ZYDUSWELL.NS,NSE
